entidad,proyecto,count
Servicio de Evaluaci—n Ambiental (SEA),ERNC,2
Servicio de Evaluaci—n Ambiental (SEA),Gran Miner’a,2
Servicio de Evaluaci—n Ambiental (SEA),Hidro,2
Servicio de Evaluaci—n Ambiental (SEA),Hospitales,2
Servicio de Evaluaci—n Ambiental (SEA),Metro,2
Servicio de Evaluaci—n Ambiental (SEA),Planta Desaladora,2
Servicio de Evaluaci—n Ambiental (SEA),Qu’micos,2
Servicio de Evaluaci—n Ambiental (SEA),Residencial,2
Servicio de Evaluaci—n Ambiental (SEA),Transmisi—n,2
Servicio de Evaluaci—n Ambiental (SEA),Vialidad,2
Superintendencia de Electricidad y Combustibles (SEC),Acuícola,10
Superintendencia de Electricidad y Combustibles (SEC),Agroindustria,9
Superintendencia de Electricidad y Combustibles (SEC),Aguas servidas,11
Superintendencia de Electricidad y Combustibles (SEC),Celulosa,11
Superintendencia de Electricidad y Combustibles (SEC),ERNC,14
Superintendencia de Electricidad y Combustibles (SEC),Gran Miner’a,8
Superintendencia de Electricidad y Combustibles (SEC),Hidro,12
Superintendencia de Electricidad y Combustibles (SEC),Hospitales,9
Superintendencia de Electricidad y Combustibles (SEC),Metro,6
Superintendencia de Electricidad y Combustibles (SEC),Planta Desaladora,11
Superintendencia de Electricidad y Combustibles (SEC),Qu’micos,11
Superintendencia de Electricidad y Combustibles (SEC),Residencial,7
Superintendencia de Electricidad y Combustibles (SEC),Transmisi—n,10
Superintendencia de Electricidad y Combustibles (SEC),Vialidad,5
Seremi de Salud,Acuícola,38
Seremi de Salud,Agroindustria,38
Seremi de Salud,Aguas servidas,31
Seremi de Salud,Celulosa,46
Seremi de Salud,ERNC,40
Seremi de Salud,Gran Miner’a,45
Seremi de Salud,Hidro,36
Seremi de Salud,Hospitales,57
Seremi de Salud,Metro,34
Seremi de Salud,Planta Desaladora,37
Seremi de Salud,Qu’micos,52
Seremi de Salud,Residencial,30
Seremi de Salud,Transmisi—n,34
Seremi de Salud,Vialidad,28
Seremi y Ministerio del Medio Ambiente (MMA),Acuícola,3
Seremi y Ministerio del Medio Ambiente (MMA),Agroindustria,2
Seremi y Ministerio del Medio Ambiente (MMA),Aguas servidas,3
Seremi y Ministerio del Medio Ambiente (MMA),Celulosa,3
Seremi y Ministerio del Medio Ambiente (MMA),ERNC,2
Seremi y Ministerio del Medio Ambiente (MMA),Gran Miner’a,2
Seremi y Ministerio del Medio Ambiente (MMA),Hidro,2
Seremi y Ministerio del Medio Ambiente (MMA),Hospitales,2
Seremi y Ministerio del Medio Ambiente (MMA),Metro,2
Seremi y Ministerio del Medio Ambiente (MMA),Planta Desaladora,3
Seremi y Ministerio del Medio Ambiente (MMA),Qu’micos,2
Seremi y Ministerio del Medio Ambiente (MMA),Residencial,2
Seremi y Ministerio del Medio Ambiente (MMA),Transmisi—n,2
Seremi y Ministerio del Medio Ambiente (MMA),Vialidad,2
Seremi y Ministerio de Bienes Nacionales (BBNN),Acuícola,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Agroindustria,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Aguas servidas,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Celulosa,2
Seremi y Ministerio de Bienes Nacionales (BBNN),ERNC,5
Seremi y Ministerio de Bienes Nacionales (BBNN),Gran Miner’a,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Hidro,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Hospitales,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Metro,0
Seremi y Ministerio de Bienes Nacionales (BBNN),Planta Desaladora,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Qu’micos,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Residencial,1
Seremi y Ministerio de Bienes Nacionales (BBNN),Transmisi—n,5
Seremi y Ministerio de Bienes Nacionales (BBNN),Vialidad,3
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Acuícola,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Agroindustria,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Aguas servidas,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Celulosa,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),ERNC,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Gran Miner’a,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Hidro,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Hospitales,2
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Metro,2
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Planta Desaladora,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Qu’micos,0
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Residencial,2
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Transmisi—n,1
Secretar’a Ministerial de Transportes y Telecomunicaciones (SEREMITT),Vialidad,3
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Acuícola,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Agroindustria,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Aguas servidas,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Celulosa,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),ERNC,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Gran Miner’a,25
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Hidro,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Hospitales,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Metro,1
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Planta Desaladora,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Qu’micos,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Residencial,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Transmisi—n,0
Servicio Nacional de Geolog’a y Miner’a (SERNAGEOMIN),Vialidad,0
Servicios de Salud,Acuícola,0
Servicios de Salud,Agroindustria,0
Servicios de Salud,Aguas servidas,0
Servicios de Salud,Celulosa,0
Servicios de Salud,ERNC,0
Servicios de Salud,Gran Miner’a,0
Servicios de Salud,Hidro,0
Servicios de Salud,Hospitales,4
Servicios de Salud,Metro,0
Servicios de Salud,Planta Desaladora,0
Servicios de Salud,Qu’micos,0
Servicios de Salud,Residencial,0
Servicios de Salud,Transmisi—n,0
Servicios de Salud,Vialidad,0
Servicio de Vivienda y Urbanismo (SERVIU),Acuícola,0
Servicio de Vivienda y Urbanismo (SERVIU),Agroindustria,0
Servicio de Vivienda y Urbanismo (SERVIU),Aguas servidas,0
Servicio de Vivienda y Urbanismo (SERVIU),Celulosa,0
Servicio de Vivienda y Urbanismo (SERVIU),ERNC,2
Servicio de Vivienda y Urbanismo (SERVIU),Gran Miner’a,0
Servicio de Vivienda y Urbanismo (SERVIU),Hidro,0
Servicio de Vivienda y Urbanismo (SERVIU),Hospitales,5
Servicio de Vivienda y Urbanismo (SERVIU),Metro,6
Servicio de Vivienda y Urbanismo (SERVIU),Planta Desaladora,0
Servicio de Vivienda y Urbanismo (SERVIU),Qu’micos,4
Servicio de Vivienda y Urbanismo (SERVIU),Residencial,5
Servicio de Vivienda y Urbanismo (SERVIU),Transmisi—n,0
Servicio de Vivienda y Urbanismo (SERVIU),Vialidad,9
Servicio de Impuestos Internos (SII),Acuícola,0
Servicio de Impuestos Internos (SII),Agroindustria,0
Servicio de Impuestos Internos (SII),Aguas servidas,0
Servicio de Impuestos Internos (SII),Celulosa,0
Servicio de Impuestos Internos (SII),ERNC,0
Servicio de Impuestos Internos (SII),Gran Miner’a,0
Servicio de Impuestos Internos (SII),Hidro,0
Servicio de Impuestos Internos (SII),Hospitales,1
Servicio de Impuestos Internos (SII),Metro,0
Servicio de Impuestos Internos (SII),Planta Desaladora,0
Servicio de Impuestos Internos (SII),Qu’micos,0
Servicio de Impuestos Internos (SII),Residencial,5
Servicio de Impuestos Internos (SII),Transmisi—n,0
Servicio de Impuestos Internos (SII),Vialidad,0
Superintendencia de Servicios Sanitarios (SISS),Acuícola,1
Superintendencia de Servicios Sanitarios (SISS),Agroindustria,1
Superintendencia de Servicios Sanitarios (SISS),Aguas servidas,2
Superintendencia de Servicios Sanitarios (SISS),Celulosa,1
Superintendencia de Servicios Sanitarios (SISS),ERNC,0
Superintendencia de Servicios Sanitarios (SISS),Gran Miner’a,1
Superintendencia de Servicios Sanitarios (SISS),Hidro,0
Superintendencia de Servicios Sanitarios (SISS),Hospitales,2
Superintendencia de Servicios Sanitarios (SISS),Metro,0
Superintendencia de Servicios Sanitarios (SISS),Planta Desaladora,1
Superintendencia de Servicios Sanitarios (SISS),Qu’micos,0
Superintendencia de Servicios Sanitarios (SISS),Residencial,2
Superintendencia de Servicios Sanitarios (SISS),Transmisi—n,0
Superintendencia de Servicios Sanitarios (SISS),Vialidad,0
Seremi del Medio Ambiente (SMA),Acuícola,6
Seremi del Medio Ambiente (SMA),Agroindustria,6
Seremi del Medio Ambiente (SMA),Aguas servidas,6
Seremi del Medio Ambiente (SMA),Celulosa,6
Seremi del Medio Ambiente (SMA),ERNC,5
Seremi del Medio Ambiente (SMA),Gran Miner’a,6
Seremi del Medio Ambiente (SMA),Hidro,5
Seremi del Medio Ambiente (SMA),Hospitales,4
Seremi del Medio Ambiente (SMA),Metro,4
Seremi del Medio Ambiente (SMA),Planta Desaladora,6
Seremi del Medio Ambiente (SMA),Qu’micos,5
Seremi del Medio Ambiente (SMA),Residencial,4
Seremi del Medio Ambiente (SMA),Transmisi—n,4
Seremi del Medio Ambiente (SMA),Vialidad,4
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Acuícola,4
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Agroindustria,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Aguas servidas,1
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Celulosa,1
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),ERNC,1
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Gran Miner’a,2
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Hidro,2
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Hospitales,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Metro,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Planta Desaladora,2
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Qu’micos,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Residencial,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Transmisi—n,0
Subsecretar’a de Pesca y Acuicultura (SUBPESCA),Vialidad,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Acuícola,1
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Agroindustria,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Aguas servidas,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Celulosa,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),ERNC,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Gran Miner’a,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Hidro,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Hospitales,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Metro,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Planta Desaladora,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Qu’micos,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Residencial,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Transmisi—n,0
Subsecretar’a para las Fuerzas Armadas de Chile (SSFFAA),Vialidad,0
Subsecretar’a de Redes Asistenciales,Acuícola,0
Subsecretar’a de Redes Asistenciales,Agroindustria,0
Subsecretar’a de Redes Asistenciales,Aguas servidas,0
Subsecretar’a de Redes Asistenciales,Celulosa,0
Subsecretar’a de Redes Asistenciales,ERNC,0
Subsecretar’a de Redes Asistenciales,Gran Miner’a,0
Subsecretar’a de Redes Asistenciales,Hidro,0
Subsecretar’a de Redes Asistenciales,Hospitales,2
Subsecretar’a de Redes Asistenciales,Metro,0
Subsecretar’a de Redes Asistenciales,Planta Desaladora,0
Subsecretar’a de Redes Asistenciales,Qu’micos,0
Subsecretar’a de Redes Asistenciales,Residencial,0
Subsecretar’a de Redes Asistenciales,Transmisi—n,0
Subsecretar’a de Redes Asistenciales,Vialidad,0
Subsecretar’a de Telecomunicaciones (SUBTEL),Acuícola,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Agroindustria,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Aguas servidas,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Celulosa,3
Subsecretar’a de Telecomunicaciones (SUBTEL),ERNC,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Gran Miner’a,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Hidro,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Hospitales,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Metro,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Planta Desaladora,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Qu’micos,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Residencial,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Transmisi—n,3
Subsecretar’a de Telecomunicaciones (SUBTEL),Vialidad,3
Tesorer’a General de la Repœblica (TGR),Acuícola,0
Tesorer’a General de la Repœblica (TGR),Agroindustria,0
Tesorer’a General de la Repœblica (TGR),Aguas servidas,0
Tesorer’a General de la Repœblica (TGR),Celulosa,0
Tesorer’a General de la Repœblica (TGR),ERNC,0
Tesorer’a General de la Repœblica (TGR),Gran Miner’a,0
Tesorer’a General de la Repœblica (TGR),Hidro,0
Tesorer’a General de la Repœblica (TGR),Hospitales,0
Tesorer’a General de la Repœblica (TGR),Metro,0
Tesorer’a General de la Repœblica (TGR),Planta Desaladora,0
Tesorer’a General de la Repœblica (TGR),Qu’micos,0
Tesorer’a General de la Repœblica (TGR),Residencial,1
Tesorer’a General de la Repœblica (TGR),Transmisi—n,0
Tesorer’a General de la Repœblica (TGR),Vialidad,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Acuícola,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Agroindustria,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Aguas servidas,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Celulosa,0
Unidad Operativa de Control de Tr‡nsito (UOCT),ERNC,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Gran Miner’a,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Hidro,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Hospitales,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Metro,2
Unidad Operativa de Control de Tr‡nsito (UOCT),Planta Desaladora,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Qu’micos,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Residencial,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Transmisi—n,0
Unidad Operativa de Control de Tr‡nsito (UOCT),Vialidad,2
